steam_appid,name,metacritic,steam_achievements,steam_trading_cards,workshop_support,genres,achievements_total,release_date,supported_platforms
1816380,Golden Age,,False,False,False,"Action, Adventure, Simulation, Strategy",,"Jan 28, 2022",['windows']
1815570,Aces & Adventures,84.0,True,False,False,"Adventure, RPG, Strategy",67.0,"Feb 23, 2023",['windows']
1815750,How to Take Off Your Mask Remastered,,True,False,False,"Adventure, Casual, Indie",26.0,"Mar 4, 2022","['windows', 'mac', 'linux']"
1815820,How to Sing to Open Your Heart Remastered,,True,False,False,"Adventure, Casual, Indie",26.0,"May 5, 2022","['windows', 'mac', 'linux']"
1815970,A Clockwork Ley-Line: Daybreak of Remnants Shadow,,False,False,False,Casual,,"Mar 18, 2022",['windows']
1815310,Arcante: Definitive Edition,,True,False,False,"Action, Adventure, Indie, RPG",7.0,"Dec 10, 2021",['windows']
1814200,He Will Shoot,,False,False,False,"Action, Adventure, Indie, RPG, Simulation",,"Dec 17, 2021",['windows']
1814540,Cosmos Conquer,,True,False,False,"Casual, Indie, Simulation, Strategy, Early Access",65.0,"Mar 4, 2022",['windows']
1813910,Screaming Loaf,,True,False,False,"Action, Indie",6.0,"Mar 17, 2022","['windows', 'linux']"
1814100,In Shape 2,,False,False,False,"Casual, Indie, Strategy",,"Nov 23, 2021",['windows']
1813170,Surrounded,,True,False,False,"Indie, Early Access",9.0,"Jul 14, 2023",['windows']
1813310,Spin Fighter,,False,False,False,"Action, Casual, Indie, Strategy",,"Nov 26, 2021",['windows']
1813330,Zombie Vampires,,False,False,False,"Action, Adventure",,"Nov 17, 2022",['windows']
1813370,To Carry a Sword,,False,False,False,"Adventure, Indie, RPG, Free To Play",,"Feb 14, 2022","['windows', 'linux']"
1813540,Save拯救,,False,False,False,"Adventure, Casual, Indie, RPG, Simulation, Strategy, Early Access",,"Dec 7, 2021",['windows']
1812850,Race for Your Life,,False,False,False,"Adventure, Indie, Racing",,"Dec 1, 2021",['windows']
1812920,Mission Critical : Foresight,,False,False,False,"Action, Adventure, Indie, Simulation",,"Dec 21, 2022",['windows']
1813010,Kehra,,False,False,False,"Indie, Simulation, Strategy, Early Access",,"Dec 1, 2021",['windows']
1813100,Super Squidlit,,True,False,False,"Action, Adventure, Indie, RPG",24.0,"Feb 9, 2022",['windows']
1811820,Pixel Robot Return,,True,False,False,"Adventure, Indie",22.0,"Jan 4, 2022",['windows']
1811910,The Glitch Fairy,,True,False,False,"Action, Adventure, Indie",44.0,"Dec 13, 2023",['windows']
1812060,Yokai Art: Night Parade of One Hundred Demons,,True,True,False,"Action, Adventure, Casual, Indie, Strategy",70.0,"Sep 28, 2022",['windows']
1812210,Simpler Times,,True,False,False,"Casual, Indie",17.0,"Jun 7, 2024",['windows']
1811500,LOOPERS,,True,False,False,"Adventure, Casual, Simulation",21.0,"Jun 26, 2023",['windows']
1811590,Heroes of Xanfurth,,False,False,False,"Adventure, RPG, Strategy",,"Nov 25, 2021",['windows']
1810450,Blankiball: Der Trinksportsimulator,,False,False,False,"Casual, Simulation, Sports",,"Sep 14, 2022",['windows']
1810580,Nobody - The Turnaround,,True,False,False,"Simulation, Strategy, Early Access",42.0,"Nov 16, 2022","['windows', 'mac']"
1809850,Suber Driver,,False,False,False,"Indie, Simulation",,"Nov 19, 2021",['windows']
1809530,Renryuu: Ascension,,False,False,False,"Adventure, Indie, RPG, Early Access",21.0,"Nov 30, 2021","['windows', 'mac', 'linux']"
1809760,Achromira,,True,False,False,"Adventure, Casual, Free To Play, Indie",10.0,"Jan 24, 2022","['windows', 'mac', 'linux']"
1808920,Mr.Empathy: The Canceled Game.,,False,False,False,"Adventure, Indie, Strategy",,"Feb 4, 2022","['windows', 'linux']"
1808490,Robo Maestro,,False,False,False,Indie,,"Jan 20, 2023",['windows']
1807590,SALVATIONLAND,,False,False,False,"Action, Adventure, Indie, RPG, Simulation",,"Feb 15, 2023",['windows']
1807200,Mirror Forge,,True,False,False,"Adventure, Indie, Simulation",28.0,"Dec 6, 2022",['windows']
1807260,Lazriel: The Demon's Fall,,True,False,False,"Indie, RPG, Strategy",35.0,"Jul 27, 2023",['windows']
1807460,Crown Delights Deli,,False,False,False,"Casual, Free To Play, Indie, Simulation",10.0,"Feb 16, 2022","['windows', 'mac']"
1807540,Cat Swap Tiles,,True,False,False,"Adventure, Casual, Indie, RPG",7.0,"Jan 19, 2022","['windows', 'mac', 'linux']"
1806580,Neon Bricks,,False,False,False,"Casual, Indie",,"Nov 19, 2021",['windows']
1806630,Usagi Health Club,,True,False,False,Casual,16.0,"Sep 19, 2022",['windows']
1805990,External-Dimension: Mainframe,,False,False,False,"Action, Indie, Early Access",,"Nov 9, 2022",['windows']
1804970,Crimson Waves on the Emerald Sea,,True,False,False,"Action, Adventure, Casual, Indie, Free To Play",6.0,"Dec 30, 2021",['windows']
1805070,Another Day in Paradise,,False,False,False,Adventure,,"Dec 18, 2021",['windows']
1805310,Adventure of Leek,,True,False,False,"Action, Adventure, Casual, Indie",50.0,"Feb 23, 2022",['windows']
1804740,Furry Hentai Jigsaw,,True,False,False,Casual,16.0,"Nov 18, 2021",['windows']
1803760,Windmills,,True,False,False,"Action, Adventure, Indie",15.0,"Feb 2, 2023",['windows']
1803410,Checkmate Showdown,,True,False,False,"Action, Strategy",26.0,"Nov 15, 2023",['windows']
1803420,They Look Like People,,False,False,False,Indie,,"Nov 29, 2021",['windows']
1803460,Christmas Wonderland 3,,False,False,False,"Adventure, Casual, Indie",,"Jan 6, 2022",['windows']
1803530,经典象棋,,False,False,False,"Casual, Strategy",,"Nov 23, 2021","['windows', 'mac']"
1803570,青鳥樂園 Blue Bird Land EP.2 下篇,,False,False,False,"Indie, RPG",,"Oct 25, 2022",['windows']
1803630,She Hates Unicorns,,True,False,False,"Action, Casual, Indie",10.0,"Nov 19, 2021",['windows']
1803060,The Glade,,False,False,False,"Action, Adventure, Free To Play, Early Access",,"Nov 15, 2021",['windows']
1803170,Four Animals,,False,False,False,"Casual, Indie",,"Nov 11, 2021",['windows']
1802420,Deadwater Saloon Prologue,,True,False,False,Simulation,64.0,"Aug 4, 2022",['windows']
1802500,Commuter,,True,False,False,Racing,27.0,"Mar 4, 2022",['windows']
1802110,Take Over Body,,True,False,False,"Casual, Indie",2.0,"Nov 22, 2021",['windows']
1801370,Being Ball,,True,False,False,"Adventure, Casual, Indie, Simulation",50.0,"Aug 29, 2023","['windows', 'linux']"
1801410,Deadnaut: Signal Lost,,True,False,False,"Indie, RPG, Strategy",45.0,"Mar 28, 2023","['windows', 'linux']"
1801470,Devil's Dungeon,,True,False,False,"Indie, RPG, Strategy",10.0,"Feb 3, 2022",['windows']
1801110,BOKURA,,False,False,False,"Action, Adventure, Casual, Indie",14.0,"Aug 9, 2023","['windows', 'mac']"
1800300,Aussie Clowns At War,,False,False,False,"Action, Casual, Free To Play, Indie, Massively Multiplayer, Simulation",,"Dec 15, 2021",['windows']
1800480,Defend from Candyland!,,True,False,False,"Casual, Indie, Strategy",20.0,"Feb 20, 2023",['windows']
1799720,Tale of six,,True,False,False,"Adventure, Casual, Indie",21.0,"Nov 12, 2021",['windows']
1799400,ISLANDS MIGHT FLY,,False,False,False,"Indie, Simulation, Strategy, Early Access",,"Mar 30, 2024",['windows']
1799520,The Legend of Pomodoro,,True,False,False,"Casual, Indie, RPG, Simulation, Design & Illustration, Education, Software Training, Utilities, Game Development, Early Access",40.0,"Feb 11, 2022","['windows', 'linux']"
1798010,Mega Man Battle Network Legacy Collection Vol. 1,80.0,True,True,False,"Action, RPG",56.0,"Apr 13, 2023",['windows']
1796450,Momo's Mansion,,False,False,False,RPG,,"Feb 14, 2022",['windows']
1796840,Underground escape 地底逃生,,False,False,False,"Action, Adventure, Casual, Indie, RPG, Strategy",,"Jan 14, 2022",['windows']
1796910,Stealing a Monster Girl Harem,,True,False,False,Casual,27.0,"Nov 8, 2021","['windows', 'mac', 'linux']"
1796130,Scare: Project of Fear,,False,False,False,"Action, Adventure, Indie, Simulation",,"Mar 2, 2022",['windows']
1796200,Who's Who?,,True,False,False,"Action, Casual",38.0,"Aug 29, 2022",['windows']
1796270,Circus Pocus,,True,False,False,"Action, Adventure, Indie",8.0,"Dec 3, 2021",['windows']
1795550,Cubstacle,,True,False,False,Casual,12.0,"Dec 2, 2021",['windows']
1795820,OctoRaid VR,,False,False,False,"Action, Casual, Indie, Massively Multiplayer, Strategy, Early Access",,"Oct 31, 2023",['windows']
1795970,Icing,,False,False,False,Adventure,,"Dec 3, 2021",['windows']
1795430,Sakura Succubus 5,,True,False,False,Simulation,14.0,"Apr 4, 2022","['windows', 'mac', 'linux']"
1794330,Kawaii Neko Girls 2,,True,False,False,"Adventure, Casual, Indie, RPG, Simulation, Free To Play",14.0,"Mar 6, 2023",['windows']
1793340,Under The Warehouse,,False,False,False,Adventure,,"Mar 23, 2022",['windows']
1793350,Blue Fire: Void Maker,,False,False,False,"Indie, Free To Play",,"Feb 4, 2022",['windows']
1792250,Serious Sam: Siberian Mayhem,70.0,True,True,True,"Action, Adventure",51.0,"Jan 25, 2022",['windows']
1790840,Karvan,,False,False,False,"Strategy, Early Access",14.0,"Feb 2, 2023",['windows']
1790890,DIM-EGION,,True,False,False,Action,4.0,"Nov 15, 2021",['windows']
1789470,Monster Girl's Labyrinth,,True,False,False,"Adventure, Indie",7.0,"Nov 9, 2021",['windows']
1789050,Fuchian Chronicles,,True,False,False,"Adventure, RPG",44.0,"Apr 19, 2024",['windows']
1789060,Adult Puzzles - Fantasy Ladies,,True,False,False,"Casual, Indie",5.0,"Oct 16, 2021",['windows']
1789180,Zoo Seeker,,True,False,True,"Casual, Indie",19.0,"Jan 26, 2022",['windows']
1789220,Horror haze,,False,False,False,"Action, Adventure, Indie",,"Jan 17, 2023",['windows']
1788490,Adult Puzzles - Hentai NightClub,,True,False,False,"Casual, Indie",5.0,"Oct 13, 2021",['windows']
1788750,MedaAbi: The Mystery of Pusini,,False,False,False,"Action, Indie",,"Mar 10, 2022","['windows', 'mac']"
1788760,Dragon Kingdom,,False,False,False,"Action, Casual, Indie, Simulation",,"Oct 29, 2021","['windows', 'linux']"
1788790,Hungry Wolf,,False,False,False,Action,,"Dec 28, 2021",['windows']
1787990,Hidden Investigation 3: Crime Files,,False,False,False,"Adventure, Casual",,"Nov 2, 2021",['windows']
1787800,MotoX,,False,False,False,"Action, Racing, Sports",,"Nov 7, 2022",['windows']
1787860,Crawlspace,,False,False,False,Action,,"Nov 3, 2021",['windows']
1787180,Revenge on the Streets 3,,False,False,False,"Action, Indie",,"Jan 2, 2023",['windows']
1786350,Seventh Angel,,False,False,False,"Action, Adventure",4.0,"Sep 20, 2022",['windows']
1786470,The Tombs of Ultra 5,,True,False,False,"Action, Indie, Early Access",41.0,"Nov 17, 2021",['windows']
1786760,荣耀斗罗,,False,False,False,"Massively Multiplayer, RPG",,"Nov 18, 2021",['windows']
1786230,Breakers Collection,,True,True,False,"Action, Casual",32.0,"Jan 11, 2023",['windows']
1786260,Puzzle Art: Horses,,False,False,False,Indie,100.0,"Oct 26, 2021",['windows']
1786300,Puzzle Art: Rodents,,False,False,False,Indie,100.0,"Oct 26, 2021",['windows']
1785430,Space Gliders,,False,False,False,"Adventure, Indie",,"Nov 27, 2021",['windows']
1785800,Bouncy Cube,,False,False,False,"Casual, Indie",,"Oct 22, 2021",['windows']
1784940,Doomsday Scavenger | 末日清道夫,,False,False,False,"Action, Indie",,"Dec 10, 2021",['windows']
1782960,Laboratory of Nightmares,,False,False,False,"Action, Adventure, Indie, Simulation",,"Mar 10, 2022",['windows']
1781500,NoRoY,,True,False,False,"Action, Adventure, Indie",2.0,"Jun 27, 2023",['windows']
1781880,Hardwork Simulator,,True,False,False,"Action, Adventure, Casual, Indie, Simulation",12.0,"Nov 17, 2021",['windows']
1781980,Mini Island: Winter,,False,False,False,"Action, Casual, Indie",,"Nov 1, 2021",['windows']
1781290,MyJapaneseTeacher,,False,False,False,Casual,,"Mar 2, 2024",['windows']
1780570,Rakuten,,False,False,False,"Action, Adventure, Indie",,"Dec 2, 2021",['windows']
1780720,Nott Longa,,True,False,False,"Adventure, Indie, RPG",6.0,"Nov 5, 2021","['windows', 'linux']"
1780410,Christmas Slots - Casino Game,,False,False,False,"Casual, Indie, Simulation, Strategy",,"Oct 19, 2021",['windows']
1780420,The Quiet Apocalypse,,False,False,False,"Adventure, Indie",12.0,"Nov 11, 2021",['windows']
1779630,Cosmo Player Z,,False,False,False,"Action, Adventure, Casual, Indie, Strategy",,"Mar 18, 2022",['windows']
1779130,Bauer,,True,False,False,"Action, Adventure, Casual, Free To Play, Racing",7.0,"Mar 30, 2022",['windows']
1779460,My Name is Mayo 3,,True,False,False,"Adventure, Simulation",50.0,"May 17, 2022",['windows']
1778270,Dark Secrets of Showbiz,,False,False,False,"Casual, RPG, Simulation",,"May 10, 2022",['windows']
1777830,Midnight: Submersion - Nightmare Horror Story,,False,False,False,"Action, Adventure, Casual, Indie",,"Nov 8, 2021",['windows']
1777930,School Trip,,True,False,False,"Adventure, Casual, Indie",1.0,"Nov 5, 2021",['windows']
1777650,Connect the Dots,,False,False,False,"Casual, Indie, Strategy",,"Oct 14, 2021",['windows']
1775300,News Reacts,,False,False,False,"Action, Adventure, Casual, Indie, Racing",,"May 20, 2022",['windows']
1775520,The Soul Stone War 2,,False,False,False,"Action, Adventure, Casual, Indie, RPG",38.0,"Jan 13, 2022","['windows', 'mac', 'linux']"
1775530,Artemis: Book One,,True,False,False,"Action, Adventure, Casual, Indie",24.0,"Apr 28, 2023","['windows', 'mac', 'linux']"
1774450,Megacraft Hotspot Royale,,False,False,False,"Action, Adventure, Casual, Indie, RPG, Simulation",,"Nov 12, 2021",['windows']
1774650,Fossilfuel VR: Raptor Isolation,,True,False,False,"Action, Adventure, Indie",9.0,"Oct 28, 2021",['windows']
1774160,Frog Ball Rerolled,,False,False,False,"Action, Adventure, Casual, Indie, Racing",,"Nov 9, 2021",['windows']
1773410,"tERRORbane: an INTRODUCTION, mostly",,False,False,False,"Adventure, Indie, RPG",,"Oct 13, 2021",['windows']
1772920,Para Bellum - Hold the Line,,True,False,False,Strategy,17.0,"Dec 31, 2021","['windows', 'mac', 'linux']"
1771830,毛蟹穴,,False,False,False,"Adventure, Free To Play, Indie, RPG",,"Oct 20, 2021",['windows']
1770550,Crypto Girls [18+] - SEXCoin,,True,True,False,"Action, Adventure, Casual, Simulation",10.0,"Nov 6, 2021",['windows']
1769980,Mask of the Rose,,True,False,False,RPG,17.0,"Jun 8, 2023","['windows', 'mac', 'linux']"
1770160,69 Samantha Love,,True,False,False,"Casual, Indie",16.0,"Oct 14, 2021","['windows', 'linux']"
1769100,Cosmic: A Journey Among Shadows,,True,False,False,"Action, Adventure, Indie, Early Access",14.0,"May 6, 2024",['windows']
1768480,ASTRA,,False,False,False,"Action, Adventure, Casual, Indie",,"Oct 12, 2021",['windows']
1768550,Alien Removal Division,,True,False,False,"Action, Free To Play, Indie",26.0,"Jun 17, 2022",['windows']
1768270,F-Rank hero story,,False,False,False,"Action, Adventure, Indie, RPG, Early Access",,"Jan 4, 2022",['windows']
1768340,XPLORASI3D,,False,False,False,Adventure,,"Oct 18, 2021",['windows']
1766830,Louder Than Words ~The Story of a Field Trip~,,True,False,False,"Adventure, RPG, Free To Play",16.0,"Oct 29, 2021",['windows']
1765690,World Wide Hack,,False,False,False,"Adventure, Indie, Massively Multiplayer, RPG, Simulation, Early Access",,"Dec 22, 2021","['windows', 'linux']"
1764650,Nuclear Drifter,,False,False,False,"Adventure, Indie, RPG, Free To Play, Early Access",16.0,"Oct 8, 2021","['windows', 'mac', 'linux']"
1764710,Niiikotopia: Sky Fall,,False,False,False,"Strategy, Early Access",,"Oct 13, 2021",['windows']
1764730,История бомжа 2: полицейский беспредел,,False,False,False,"Action, Adventure, Indie",,"Oct 6, 2021",['windows']
1764890,Naked Porn Battle,,False,False,False,"Action, Adventure, Sports",,"Dec 1, 2021",['windows']
1765010,Darwin's Aquarium,,True,False,False,"Simulation, Strategy, Early Access",43.0,"Jan 10, 2023",['windows']
1765090,Legends of Crystal,,False,False,False,"Action, Adventure, Indie, RPG",,"Jun 28, 2024",['windows']
1764410,Chao's Collection of Random Games,,True,False,False,Indie,34.0,"Nov 17, 2021","['windows', 'mac']"
1764050,Swordcery: Prologue,,False,False,False,"Action, RPG",,"Oct 8, 2021",['windows']
1763540,Hell Dungeons - The Lost Soul,,True,False,False,"Action, Adventure, Casual, Indie",55.0,"Dec 9, 2022","['windows', 'mac']"
1763100,Secret Garden,,False,False,False,"Casual, Indie, Simulation",,"Mar 8, 2022","['windows', 'linux']"
1762450,Haunted Hotel: The Axiom Butcher Collector's Edition,,False,False,False,"Adventure, Casual",,"Sep 17, 2021",['windows']
1762680,Izanami,,False,False,False,"Adventure, Casual, Indie",,"Oct 7, 2021",['windows']
1761980,BrickOut,,False,False,False,"Casual, Indie",,"Oct 1, 2021",['windows']
1762100,Mad Trapper,,False,False,False,"Simulation, Early Access",,"Oct 4, 2022",['windows']
1761600,JETT: The Far Shore + Given Time,,True,False,False,"Action, Adventure, Indie",27.0,"Jan 31, 2023",['windows']
1761780,Creepy Tale 3: Ingrid Penance,,True,True,False,"Adventure, Indie",33.0,"Mar 9, 2023","['windows', 'mac', 'linux']"
1760240,Skator Gator,,True,False,False,"Action, Indie, Sports",16.0,"Jan 17, 2022","['windows', 'mac']"
1759350,Space Trash Scavenger,,True,False,False,"Action, Adventure, Indie, Simulation",31.0,"Nov 14, 2024",['windows']
1759590,King of the Universe,,False,False,False,"Indie, Simulation, Strategy",2.0,"Oct 13, 2021","['windows', 'linux']"
1758640,Cat Capacity,,False,False,False,"Action, Indie, Simulation",15.0,"Nov 2, 2021",['windows']
1757890,Elohim Eternal: The Babel Code,,False,False,False,RPG,,"Jan 30, 2023",['windows']
1758220,13:ORIGIN - Chapter One,,True,False,False,Indie,21.0,"Jul 28, 2023",['windows']
1758320,Lofty Quest,,True,False,False,"Adventure, Casual, Indie",11.0,"Mar 28, 2022",['windows']
1757430,Squared Up,,False,False,False,"Casual, Indie, Free To Play",,"Oct 5, 2021",['windows']
1756920,Clean Art,,False,False,False,Casual,,"Nov 10, 2021",['windows']
1756160,Unsafe Express,,True,False,False,"Action, Adventure, Indie",66.0,"Nov 11, 2024",['windows']
1756330,Secrets of Magic 5: Back to School,,True,False,False,"Adventure, Casual, Indie",54.0,"Oct 25, 2021","['windows', 'mac', 'linux']"
1755790,"Dance like a butterfly, Shot like a Bee!",,False,False,False,Indie,,"Oct 8, 2021",['windows']
1755810,City Air Battle,,True,False,False,"Action, Casual, Indie",7.0,"Sep 30, 2021",['windows']
1755870,The Monster Within,,False,False,False,"Indie, Strategy",22.0,"Oct 22, 2022","['windows', 'mac']"
1755250,Wingsuit Dream,,False,False,False,"Casual, Indie",,"Oct 12, 2021",['windows']
1755340,Inner Ashes,,True,False,False,"Adventure, Indie",24.0,"Jun 29, 2023",['windows']
1754300,Alec Adventure,,True,False,False,"Action, Adventure, Casual, Indie",11.0,"Oct 27, 2022",['windows']
1753370,Superfluous Returnz,,True,False,False,"Adventure, Indie",16.0,"May 15, 2023","['windows', 'mac', 'linux']"
1752850,Find Match Icons,,True,False,False,"Action, Casual, Indie",6.0,"Sep 23, 2021","['windows', 'mac', 'linux']"
